"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Bisbaumannia_pacifica_CARE-V15","Bisbaumannia_pacifica_M31","Bisbaumannia_pacifica_NBRC_102220","Halomonas_salifodinae_A2","Halomonas_salifodinae_IM328","Halomonas_salifodinae_JCM_14803"
"group_2175","pepD","Cytosol non-specific dipeptidase","2","2","1","1","5959","649","5","","1460","1460","1460","","","","A2_01892","Halomonas_salifodinae_00338",""
"group_2176","","hypothetical protein","2","2","1","1","5956","624","9","","518","518","518","","","","A2_01895","Halomonas_salifodinae_00341",""
"group_2177","","hypothetical protein","2","2","1","1","5955","624","8","","404","404","404","","","","A2_01896","Halomonas_salifodinae_00342",""
"group_2178","","hypothetical protein","2","2","1","1","5952","624","5","","671","671","671","","","","A2_01899","Halomonas_salifodinae_00345",""
"group_2179","","hypothetical protein","2","2","1","1","5951","624","4","","1055","1076","1065","","","","A2_01900","Halomonas_salifodinae_00346",""
"group_2180","","hypothetical protein","2","2","1","1","5950","624","3","","425","425","425","","","","A2_01901","Halomonas_salifodinae_00347",""
"group_2181","","hypothetical protein","2","2","1","1","5937","719","1","","242","332","287","","","","A2_01910","Halomonas_salifodinae_00356",""
"group_2182","dacC_1","D-alanyl-D-alanine carboxypeptidase DacC","2","2","1","1","5924","717","2","","1436","1436","1436","","","","A2_01916","Halomonas_salifodinae_00362",""
"group_2183","mphL","Phenol hydroxylase P1 protein","2","2","1","1","5910","749","3","","986","986","986","","","","A2_01922","Halomonas_salifodinae_00368",""
"group_2184","dmpP","Phenol hydroxylase P5 protein","2","2","1","1","5884","726","3","","1067","1067","1067","","","","A2_01926","Halomonas_salifodinae_00372",""
"group_2185","","hypothetical protein","2","2","1","1","5897","657","1","","161","239","200","","","","A2_01931","Halomonas_salifodinae_00377",""
"napF","","Ferredoxin-type protein NapF","2","2","1","1","5896","657","2","","506","509","507","","","","A2_01932","Halomonas_salifodinae_00378",""
"napC","","Cytochrome c-type protein NapC","2","2","1","1","5890","657","5","","644","662","653","","","","A2_01936","Halomonas_salifodinae_00382",""
"group_2188","catA_2","Catechol 1,2-dioxygenase","2","2","1","1","1716","655","8","","974","974","974","","","","A2_01942","Halomonas_salifodinae_00389",""
"group_2189","","Solute-binding protein","2","2","1","1","1717","655","7","","1058","1058","1058","","","","A2_01943","Halomonas_salifodinae_00390",""
"group_2190","","hypothetical protein","2","2","1","1","1749","661","4","","1139","1139","1139","","","","A2_01956","Halomonas_salifodinae_00403",""
"group_2191","","hypothetical protein","2","2","1","1","1747","661","7","","356","356","356","","","","A2_01958","Halomonas_salifodinae_00405",""
"group_2192","","hypothetical protein","2","2","1","1","1829","7","9","","941","941","941","","","","A2_01978","Halomonas_salifodinae_00422",""
"group_2193","","hypothetical protein","2","2","1","1","1827","7","10","","1148","1154","1151","","","","A2_01979","Halomonas_salifodinae_00423",""
"ugpA","","sn-glycerol-3-phosphate transport system permease protein UgpA","2","2","1","1","1577","7","41","","884","884","884","","","","A2_01998","Halomonas_salifodinae_00448",""
"ugpB","","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","2","2","1","1","1578","7","42","","1319","1319","1319","","","","A2_01999","Halomonas_salifodinae_00449",""
"group_2196","","putative phosphatase","2","2","1","1","1580","7","43","","677","677","677","","","","A2_02000","Halomonas_salifodinae_00450",""
"group_2197","","hypothetical protein","2","2","1","1","1310","54","5","","1070","1070","1070","","","","A2_02020","Halomonas_salifodinae_00459",""
"group_2199","","hypothetical protein","2","2","1","1","1507","669","5","","761","761","761","","","","A2_02029","Halomonas_salifodinae_00467",""
"group_2200","azoR","FMN-dependent NADH-azoreductase","2","2","1","1","1506","669","6","","596","596","596","","","","A2_02030","Halomonas_salifodinae_00468",""
"group_2201","","hypothetical protein","2","2","1","1","1494","207","5","","455","455","455","","","","A2_02036","Halomonas_salifodinae_00474",""
"group_2202","truC","tRNA pseudouridine synthase C","2","2","1","1","1331","1028","1","","818","824","821","","","","A2_02058","Halomonas_salifodinae_00496",""
"group_2203","","Dodecin","2","2","1","1","1352","27","35","","206","206","206","","","","A2_02065","Halomonas_salifodinae_00503",""
"group_2204","","hypothetical protein","2","2","1","1","1346","27","26","","1034","1085","1059","","","","A2_02069","Halomonas_salifodinae_00507",""
"group_2205","","hypothetical protein","2","2","1","1","1345","27","25","","1073","1073","1073","","","","A2_02070","Halomonas_salifodinae_00508",""
"group_2206","bamB","Outer membrane protein assembly factor BamB","2","2","1","1","1440","678","2","","1151","1151","1151","","","","A2_02079","Halomonas_salifodinae_00517",""
"group_2208","aidB","Putative acyl-CoA dehydrogenase AidB","2","2","1","1","1382","820","1","","1649","1649","1649","","","","A2_02104","Halomonas_salifodinae_00544",""
"group_2209","tgpA","Protein-glutamine gamma-glutamyltransferase","2","2","1","1","1377","994","1","","2063","2063","2063","","","","A2_02108","Halomonas_salifodinae_00548",""
"group_2210","","hypothetical protein","2","2","1","1","867","30","38","","155","158","156","","","","A2_02121","Halomonas_salifodinae_00561",""
"malL_1","","Oligo-1,6-glucosidase 1","2","2","1","1","851","30","31","","1658","1658","1658","","","","A2_02133","Halomonas_salifodinae_00573",""
"group_2213","mmgE","Citrate/2-methylcitrate dehydratase","2","2","1","1","1926","145","2","","1484","1484","1484","","","","A2_02134","Halomonas_salifodinae_01353",""
"group_2214","prpF","2-methyl-aconitate isomerase","2","2","1","1","1927","145","3","","1175","1193","1184","","","","A2_02135","Halomonas_salifodinae_01352",""
"group_2215","trpC","Indole-3-glycerol phosphate synthase","2","2","1","1","1955","41","10","","800","800","800","","","","A2_02159","Halomonas_salifodinae_02192",""
"entD","","Enterobactin synthase component D","2","2","1","1","227","55","3","","710","710","710","","","","A2_02162","Halomonas_salifodinae_02195",""
"group_2217","bhuA","Heme transporter BhuA","2","2","1","1","4130","55","5","","1925","1925","1925","","","","A2_02165","Halomonas_salifodinae_02197",""
"group_2218","","hypothetical protein","2","2","1","1","4131","55","6","","287","287","287","","","","A2_02166","Halomonas_salifodinae_02198",""
"group_2219","asbF","3-dehydroshikimate dehydratase","2","2","1","1","4132","55","7","","848","848","848","","","","A2_02167","Halomonas_salifodinae_02199",""
"group_2220","","hypothetical protein","2","2","1","1","4134","55","17","","293","293","293","","","","A2_02169","Halomonas_salifodinae_02201",""
"group_2221","iucA","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","2","2","1","1","4137","55","22","","1772","1772","1772","","","","A2_02172","Halomonas_salifodinae_02204",""
"gph","","Phosphoglycolate phosphatase","2","2","1","1","4142","859","1","","665","665","665","","","","A2_02175","Halomonas_salifodinae_02207",""
"group_2223","","hypothetical protein","2","2","1","1","4122","940","1","","278","278","278","","","","A2_02178","Halomonas_salifodinae_02210",""
"group_2224","lnt","Apolipoprotein N-acyltransferase","2","2","1","1","4175","1006","1","","1466","1466","1466","","","","A2_02202","Halomonas_salifodinae_02234",""
"group_2225","","hypothetical protein","2","2","1","1","4202","774","2","","356","377","366","","","","A2_02221","Halomonas_salifodinae_02253",""
"group_2229","","hypothetical protein","2","2","1","1","4092","633","1","","437","437","437","","","","A2_02249","Halomonas_salifodinae_02281",""
"mntB_3","","Manganese transport system ATP-binding protein MntB","2","2","1","1","4090","633","8","","785","785","785","","","","A2_02251","Halomonas_salifodinae_02283",""
"group_2231","ygiD","4,5-DOPA dioxygenase extradiol","2","2","1","1","4083","633","3","","806","806","806","","","","A2_02256","Halomonas_salifodinae_02287",""
"group_2234","rsmI","Ribosomal RNA small subunit methyltransferase I","2","2","1","1","4075","610","9","","854","854","854","","","","A2_02279","Halomonas_salifodinae_02310",""
"group_2236","petB","Cytochrome b","2","2","1","1","4069","744","4","","1259","1259","1259","","","","A2_02287","Halomonas_salifodinae_02318",""
"group_2237","ybgI","GTP cyclohydrolase 1 type 2 ","2","2","1","1","4062","182","4","","758","758","758","","","","A2_02293","Halomonas_salifodinae_02324",""
"group_2239","","hypothetical protein","2","2","1","1","4335","200","3","","578","578","578","","","","A2_02307","Halomonas_salifodinae_02338",""
"group_2240","lptA","Lipopolysaccharide export system protein LptA","2","2","1","1","4336","200","2","","506","506","506","","","","A2_02308","Halomonas_salifodinae_02339",""
"group_2244","","hypothetical protein","2","2","1","1","3967","644","4","","737","740","738","","","","A2_02331","Halomonas_salifodinae_02362",""
"group_2246","","hypothetical protein","2","2","1","1","4012","61","1","","1394","1400","1397","","","","A2_02334","Halomonas_salifodinae_02365",""
"quiA","","Quinate/shikimate dehydrogenase (quinone)","2","2","1","1","7095","32","8","","2003","2003","2003","","","","A2_02345","Halomonas_salifodinae_02693",""
"group_2250","","hypothetical protein","2","2","1","1","7098","32","11","","320","320","320","","","","A2_02348","Halomonas_salifodinae_02690",""
"group_2251","","hypothetical protein","2","2","1","1","7110","32","22","","656","656","656","","","","A2_02354","Halomonas_salifodinae_02682",""
"group_2253","","hypothetical protein","2","2","1","1","7124","26","31","","668","668","668","","","","A2_02365","Halomonas_salifodinae_02672",""
"group_2254","","hypothetical protein","2","2","1","1","7125","26","30","","884","887","885","","","","A2_02366","Halomonas_salifodinae_02671",""
"group_2255","","hypothetical protein","2","2","1","1","7129","69","4","","194","194","194","","","","A2_02378","Halomonas_salifodinae_02667",""
"group_2256","","hypothetical protein","2","2","1","1","7131","69","2","","554","554","554","","","","A2_02380","Halomonas_salifodinae_02665",""
"group_2258","","hypothetical protein","2","2","1","1","7909","123","5","","782","782","782","","","","A2_02398","Halomonas_salifodinae_02647",""
"group_2259","","hypothetical protein","2","2","1","1","7905","123","4","","2075","2075","2075","","","","A2_02401","Halomonas_salifodinae_02644",""
"group_2260","nagE","hypothetical protein","2","2","1","1","7157","782","3","","1706","1733","1719","","","","A2_02407","Halomonas_salifodinae_02638",""
"group_2263","ycjX","putative protein YcjX","2","2","1","1","7874","29","30","","1379","1379","1379","","","","A2_02418","Halomonas_salifodinae_02627",""
"group_2264","","hypothetical protein","2","2","1","1","7871","29","25","","548","548","548","","","","A2_02422","Halomonas_salifodinae_02623",""
"group_2265","","Glycine betaine transporter 2","2","2","1","1","7862","614","9","","1592","1598","1595","","","","A2_02429","Halomonas_salifodinae_02616",""
"group_2266","","hypothetical protein","2","2","1","1","7861","614","10","","1751","1757","1754","","","","A2_02430","Halomonas_salifodinae_02615",""
"yabJ_3","","2-iminobutanoate/2-iminopropanoate deaminase","2","2","1","1","7836","614","12","","392","392","392","","","","A2_02432","Halomonas_salifodinae_02613",""
"group_2269","roxA","50S ribosomal protein L16 3-hydroxylase","2","2","1","1","7164","868","1","","1202","1202","1202","","","","A2_02445","Halomonas_salifodinae_02600",""
"group_2270","","hypothetical protein","2","2","1","1","7819","641","6","","605","605","605","","","","A2_02449","","9e3420b4b005a41cf6998e0a1df74e45_1610"
"group_2271","rluE","Ribosomal large subunit pseudouridine synthase E","2","2","1","1","7166","641","2","","647","647","647","","","","A2_02453","Halomonas_salifodinae_02595",""
"group_2273","","hypothetical protein","2","2","1","1","7178","713","2","","3236","3245","3240","","","","A2_02460","Halomonas_salifodinae_02588",""
"group_2274","pdxB","Erythronate-4-phosphate dehydrogenase","2","2","1","1","7789","808","1","","1160","1160","1160","","","","A2_02472","Halomonas_salifodinae_02576",""
"group_2275","","hypothetical protein","2","2","1","1","7186","674","3","","1301","1301","1301","","","","A2_02483","Halomonas_salifodinae_02565",""
"lnrN","","Linearmycin resistance permease protein LnrN","2","2","1","1","7184","674","5","","1193","1193","1193","","","","A2_02485","Halomonas_salifodinae_02563",""
"ybhR","","putative multidrug ABC transporter permease YbhR","2","2","1","1","7183","674","1","","1160","1160","1160","","","","A2_02486","Halomonas_salifodinae_02562",""
"group_2284","","hypothetical protein","2","2","1","1","7332","19","6","","965","965","965","","","","A2_02498","Halomonas_salifodinae_02547",""
"group_2285","","hypothetical protein","2","2","1","1","7333","19","5","","425","425","425","","","","A2_02499","Halomonas_salifodinae_02546",""
"group_2287","","hypothetical protein","2","2","1","1","7728","19","45","","233","233","233","","","","A2_02503","Halomonas_salifodinae_02542",""
"group_2288","","hypothetical protein","2","2","1","1","7729","19","46","","278","278","278","","","","A2_02504","Halomonas_salifodinae_02541",""
"group_2289","","hypothetical protein","2","2","1","1","7719","19","24","","1031","1031","1031","","","","A2_02508","Halomonas_salifodinae_02538",""
"group_2292","","hypothetical protein","2","2","1","1","896","30","27","","314","3620","1967","","","","A2_02526","Halomonas_salifodinae_00577",""
"group_2294","corA","Cobalt/magnesium transport protein CorA","2","2","1","1","911","662","5","","971","971","971","","","","A2_02539","Halomonas_salifodinae_00590",""
"group_2295","","hypothetical protein","2","2","1","1","910","662","6","","443","443","443","","","","A2_02540","Halomonas_salifodinae_00591",""
"group_2296","","hypothetical protein","2","2","1","1","837","17","34","","338","338","338","","","","A2_02549","Halomonas_salifodinae_00599",""
"hprA","","Glycerate dehydrogenase","2","2","1","1","799","5","54","","947","947","947","","","","A2_02572","Halomonas_salifodinae_00619",""
"group_2299","","hypothetical protein","2","2","1","1","998","5","38","","530","530","530","","","","A2_02587","Halomonas_salifodinae_00623",""
"group_2300","selO","Protein adenylyltransferase SelO","2","2","1","1","1001","5","35","","1469","1469","1469","","","","A2_02590","Halomonas_salifodinae_00626",""
"group_2301","mhpF","Acetaldehyde dehydrogenase","2","2","1","1","1016","5","31","","941","941","941","","","","A2_02594","Halomonas_salifodinae_00630",""
